Date : 2026-03-24 01:14:17
Directory : c:\omnora OS
Total : 826 files,  178742 codes, 4322 comments, 16345 blanks, all 199409 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\omnora OS\backend\test_merchants.cjs                                       | JavaScript         |         25 |          0 |          6 |         31 |
| c:\omnora OS\backend\test_subscription.js                                     | JavaScript         |         25 |          0 |          4 |         29 |
| c:\omnora OS\backend\tests\QA-SECURITY-CHECKLIST.md                           | Markdown           |        315 |          0 |        117 |        432 |
| c:\omnora OS\backend\tests\integration\bootstrap.test.js                      | JavaScript         |         61 |          2 |         10 |         73 |
| c:\omnora OS\backend\tests\integration\payment-security.test.js               | JavaScript         |        218 |         27 |         51 |        296 |
| c:\omnora OS\backend\tests\security\jwt.test.js                               | JavaScript         |         88 |          3 |         24 |        115 |
| c:\omnora OS\backend\tests\test_approval_flow.js                              | JavaScript         |        102 |         10 |         20 |        132 |
| c:\omnora OS\backend\tests\unit\config.test.js                                | JavaScript         |         38 |          0 |         10 |         48 |
| c:\omnora OS\backend\utils\LocalDB.js                                         | JavaScript         |        230 |         17 |         46 |        293 |
| c:\omnora OS\backend\utils\inventoryService.js                                | JavaScript         |        136 |          4 |         23 |        163 |
| c:\omnora OS\backend\utils\modelFactory.js                                    | JavaScript         |         66 |         15 |         18 |         99 |
| c:\omnora OS\backend\utils\orderHashService.js                                | JavaScript         |         40 |          3 |          8 |         51 |
| c:\omnora OS\backend\utils\phoneFormatter.js                                  | JavaScript         |         56 |         10 |         17 |         83 |
| c:\omnora OS\backend\utils\retryWithBackoff.js                                | JavaScript         |         62 |          0 |         10 |         72 |
| c:\omnora OS\backend\utils\tenantStorage.js                                   | JavaScript         |          3 |          0 |          3 |          6 |
| c:\omnora OS\backend\utils\tokenService.js                                    | JavaScript         |         74 |          2 |         11 |         87 |
| c:\omnora OS\backend\utils\whatsappService.js                                 | JavaScript         |        142 |          0 |         28 |        170 |
| c:\omnora OS\backend\validators\orderValidators.js                            | JavaScript         |         36 |          0 |          8 |         44 |
| c:\omnora OS\backend\validators\productValidators.js                          | JavaScript         |         28 |          0 |          8 |         36 |
| c:\omnora OS\backend\validators\userValidator.js                              | JavaScript         |         23 |          0 |          5 |         28 |
| c:\omnora OS\backend\validators\userValidators.js                             | JavaScript         |         41 |          0 |          8 |         49 |
| c:\omnora OS\backend\verify-mongodb.js                                        | JavaScript         |         95 |          4 |         23 |        122 |
| c:\omnora OS\backend\verify-order-fix.js                                      | JavaScript         |         42 |          1 |          9 |         52 |
| c:\omnora OS\backend\verify-serverless.js                                     | JavaScript         |         68 |         11 |         19 |         98 |
| c:\omnora OS\backend\workers\notificationWorker.js                            | JavaScript         |        156 |         17 |         37 |        210 |
| c:\omnora OS\backend\workers\taskWorker.js                                    | JavaScript         |         94 |          4 |         26 |        124 |
| c:\omnora OS\boot-audit.js                                                    | JavaScript         |         26 |          2 |          7 |         35 |
| c:\omnora OS\check_cms.js                                                     | JavaScript         |         21 |          0 |          2 |         23 |
| c:\omnora OS\check_cms_deep.js                                                | JavaScript         |         37 |          0 |          5 |         42 |
| c:\omnora OS\check_cms_dump.js                                                | JavaScript         |         17 |          0 |          5 |         22 |
| c:\omnora OS\check_cms_native.js                                              | JavaScript         |         28 |          0 |          2 |         30 |
| c:\omnora OS\check_cms_raw.js                                                 | JavaScript         |         10 |          0 |          2 |         12 |
| c:\omnora OS\check_products.js                                                | JavaScript         |         25 |          0 |          2 |         27 |
| c:\omnora OS\check_products_full.js                                           | JavaScript         |         23 |          0 |          4 |         27 |
| c:\omnora OS\check_products_raw.js                                            | JavaScript         |         17 |          0 |          2 |         19 |
| c:\omnora OS\database\analytics.sql                                           | MS SQL             |         70 |          9 |          6 |         85 |
| c:\omnora OS\database\omnora_schema.sql                                       | MS SQL             |        469 |         99 |        133 |        701 |
| c:\omnora OS\database\seeds.sql                                               | MS SQL             |         74 |          9 |          5 |         88 |
| c:\omnora OS\diag.js                                                          | JavaScript         |         18 |          0 |          6 |         24 |
| c:\omnora OS\dump_imports.js                                                  | JavaScript         |         43 |          0 |          4 |         47 |
| c:\omnora OS\find_all_requires.js                                             | JavaScript         |         31 |          0 |          4 |         35 |
| c:\omnora OS\find_dist_require.js                                             | JavaScript         |         31 |          1 |          4 |         36 |
| c:\omnora OS\find_escaping_imports.js                                         | JavaScript         |         36 |          1 |          4 |         41 |
| c:\omnora OS\find_leak.js                                                     | JavaScript         |         40 |          1 |          5 |         46 |
| c:\omnora OS\find_real_dist_require.js                                        | JavaScript         |         35 |          0 |          5 |         40 |
| c:\omnora OS\find_require.js                                                  | JavaScript         |         34 |          2 |          4 |         40 |
| c:\omnora OS\find_require_raw.js                                              | JavaScript         |         30 |          0 |          5 |         35 |
| c:\omnora OS\find_side_effect.js                                              | JavaScript         |         36 |          0 |          4 |         40 |
| c:\omnora OS\frontend\check_users.js                                          | JavaScript         |         14 |          0 |          4 |         18 |
| c:\omnora OS\frontend\index.html                                              | HTML               |        123 |          0 |         18 |        141 |
| c:\omnora OS\frontend\middleware.ts                                           | TypeScript         |         72 |          8 |         15 |         95 |
| c:\omnora OS\frontend\package-lock.json                                       | JSON               |      9,855 |          0 |          1 |      9,856 |
| c:\omnora OS\frontend\package.json                                            | JSON               |         55 |          0 |          1 |         56 |
| c:\omnora OS\frontend\postcss.config.js                                       | JavaScript         |          6 |          0 |          1 |          7 |
| c:\omnora OS\frontend\public\manifest.webmanifest                             | JSON               |         26 |          0 |          0 |         26 |
| c:\omnora OS\frontend\public\offline.html                                     | HTML               |          1 |          0 |          1 |          2 |
| c:\omnora OS\frontend\public\pwa-icon.svg                                     | XML                |         28 |          0 |          7 |         35 |
| c:\omnora OS\frontend\src\App.tsx                                             | TypeScript JSX     |         90 |          4 |          8 |        102 |
| c:\omnora OS\frontend\src\api\client.ts                                       | TypeScript         |         45 |          8 |         10 |         63 |
| c:\omnora OS\frontend\src\api\cmsApi.ts                                       | TypeScript         |         18 |          1 |          4 |         23 |
| c:\omnora OS\frontend\src\app\api\dns-check\route.ts                          | TypeScript         |         15 |          0 |          4 |         19 |
| c:\omnora OS\frontend\src\app\store\[merchant_slug]\[page_slug]\page.tsx      | TypeScript JSX     |         87 |          6 |         18 |        111 |
| c:\omnora OS\frontend\src\app\store\[merchant_slug]\track\[order_id]\page.tsx | TypeScript JSX     |        108 |          8 |         19 |        135 |
| c:\omnora OS\frontend\src\app\store\[slug]\page.tsx                           | TypeScript JSX     |         76 |          1 |         13 |         90 |
| c:\omnora OS\frontend\src\components\AdPlacement.css                          | CSS                |        266 |          0 |         48 |        314 |
| c:\omnora OS\frontend\src\components\AdPlacementZone.tsx                      | TypeScript JSX     |        123 |          5 |         10 |        138 |
| c:\omnora OS\frontend\src\components\AdminLayout.css                          | CSS                |        249 |          0 |         33 |        282 |
| c:\omnora OS\frontend\src\components\AdminLayout.tsx                          | TypeScript JSX     |         84 |          4 |         12 |        100 |
| c:\omnora OS\frontend\src\components\Carousel.tsx                             | TypeScript JSX     |         96 |         10 |         15 |        121 |
| c:\omnora OS\frontend\src\components\DynamicSection.tsx                       | TypeScript JSX     |        423 |         10 |         43 |        476 |
| c:\omnora OS\frontend\src\components\ErrorBoundary.css                        | CSS                |        124 |          0 |         17 |        141 |
| c:\omnora OS\frontend\src\components\ErrorBoundary.tsx                        | TypeScript JSX     |         69 |          3 |         14 |         86 |
| c:\omnora OS\frontend\src\components\Footer.css                               | CSS                |        248 |          0 |         39 |        287 |
| c:\omnora OS\frontend\src\components\Footer.tsx                               | TypeScript JSX     |        121 |         10 |         15 |        146 |
| c:\omnora OS\frontend\src\components\GlobalErrorBoundary.tsx                  | TypeScript JSX     |         61 |          2 |         12 |         75 |
| c:\omnora OS\frontend\src\components\HostnameInterceptor.tsx                  | TypeScript JSX     |        147 |          6 |         20 |        173 |
| c:\omnora OS\frontend\src\components\Layout.css                               | CSS                |        379 |          0 |         58 |        437 |
| c:\omnora OS\frontend\src\components\Layout.tsx                               | TypeScript JSX     |        290 |         30 |         33 |        353 |
| c:\omnora OS\frontend\src\components\LoadingWrapper.css                       | CSS                |         20 |          0 |          2 |         22 |
| c:\omnora OS\frontend\src\components\LoadingWrapper.tsx                       | TypeScript JSX     |         32 |          2 |          5 |         39 |
| c:\omnora OS\frontend\src\components\OmnoraCarousel.css                       | CSS                |        207 |          0 |         28 |        235 |
| c:\omnora OS\frontend\src\components\OmnoraLayout.css                         | CSS                |        418 |          0 |         64 |        482 |
| c:\omnora OS\frontend\src\components\OmnoraPosterGallery.css                  | CSS                |        236 |          0 |         36 |        272 |
| c:\omnora OS\frontend\src\components\Payment.css                              | CSS                |        119 |          0 |         21 |        140 |
| c:\omnora OS\frontend\src\components\PosterGallery.tsx                        | TypeScript JSX     |        103 |          8 |         11 |        122 |
| c:\omnora OS\frontend\src\components\ProtectedRoute.css                       | CSS                |         88 |          0 |         12 |        100 |
| c:\omnora OS\frontend\src\components\ProtectedRoute.tsx                       | TypeScript JSX     |         38 |          5 |          6 |         49 |
| c:\omnora OS\frontend\src\components\RequireAdmin.tsx                         | TypeScript JSX     |         17 |          4 |          6 |         27 |
| c:\omnora OS\frontend\src\components\Skeleton.css                             | CSS                |        109 |          0 |         19 |        128 |
| c:\omnora OS\frontend\src\components\Skeleton.tsx                             | TypeScript JSX     |         57 |         12 |         15 |         84 |
| c:\omnora OS\frontend\src\components\SkeletonProductCard.tsx                  | TypeScript JSX     |         46 |          9 |          7 |         62 |
| c:\omnora OS\frontend\src\components\SmartImage.css                           | CSS                |         62 |          0 |          7 |         69 |
| c:\omnora OS\frontend\src\components\SmartImage.tsx                           | TypeScript JSX     |         56 |          4 |          8 |         68 |
| c:\omnora OS\frontend\src\components\StripePayment.tsx                        | TypeScript JSX     |         82 |          2 |         13 |         97 |
| c:\omnora OS\frontend\src\components\WhatsAppConfirmationDialog.css           | CSS                |        191 |          0 |         27 |        218 |
| c:\omnora OS\frontend\src\components\WhatsAppConfirmationDialog.tsx           | TypeScript JSX     |         78 |          4 |         11 |         93 |
| c:\omnora OS\frontend\src\components\admin\AdminBillingManager.tsx            | TypeScript JSX     |        178 |         11 |         22 |        211 |
| c:\omnora OS\frontend\src\components\admin\AdminDashboard.tsx                 | TypeScript JSX     |        276 |         10 |         21 |        307 |
| c:\omnora OS\frontend\src\components\admin\AdminPaymentSettings.tsx           | TypeScript JSX     |        143 |          1 |         13 |        157 |
| c:\omnora OS\frontend\src\components\admin\OrderManager.tsx                   | TypeScript JSX     |        264 |         18 |         29 |        311 |
| c:\omnora OS\frontend\src\components\auth\AuthModal.tsx                       | TypeScript JSX     |        159 |          6 |         20 |        185 |
| c:\omnora OS\frontend\src\components\blocks\AnnouncementBar.tsx               | TypeScript JSX     |         94 |          3 |         14 |        111 |
| c:\omnora OS\frontend\src\components\blocks\CountdownTimer.tsx                | TypeScript JSX     |        167 |          2 |         16 |        185 |
| c:\omnora OS\frontend\src\components\blocks\CustomerReviews.tsx               | TypeScript JSX     |        198 |         11 |         22 |        231 |
| c:\omnora OS\frontend\src\components\blocks\FAQAccordion.tsx                  | TypeScript JSX     |        166 |          6 |         20 |        192 |
| c:\omnora OS\frontend\src\components\blocks\FeaturesGrid.tsx                  | TypeScript JSX     |        136 |          5 |         16 |        157 |
| c:\omnora OS\frontend\src\components\blocks\HeroBanner.tsx                    | TypeScript JSX     |        188 |          7 |         17 |        212 |
| c:\omnora OS\frontend\src\components\blocks\ImageBlock.tsx                    | TypeScript JSX     |         83 |          1 |          9 |         93 |
| c:\omnora OS\frontend\src\components\blocks\NewsletterSignup.tsx              | TypeScript JSX     |        221 |          5 |         21 |        247 |
| c:\omnora OS\frontend\src\components\blocks\PolicyStrip.tsx                   | TypeScript JSX     |         85 |          0 |          7 |         92 |
| c:\omnora OS\frontend\src\components\blocks\PromoStrip.tsx                    | TypeScript JSX     |         78 |          0 |         12 |         90 |
| c:\omnora OS\frontend\src\components\blocks\SiteFooter.tsx                    | TypeScript JSX     |        206 |         12 |         22 |        240 |
| c:\omnora OS\frontend\src\components\blocks\SplitHero.tsx                     | TypeScript JSX     |        154 |          5 |         17 |        176 |
| c:\omnora OS\frontend\src\components\blocks\TextSection.tsx                   | TypeScript JSX     |        117 |          0 |          8 |        125 |
| c:\omnora OS\frontend\src\components\blocks\TrustBadges.tsx                   | TypeScript JSX     |        184 |          8 |         19 |        211 |
| c:\omnora OS\frontend\src\components\blocks\UpsellWidget.tsx                  | TypeScript JSX     |        205 |          7 |         23 |        235 |
| c:\omnora OS\frontend\src\components\blocks\WhatsAppFloating.tsx              | TypeScript JSX     |         70 |          0 |          7 |         77 |
| c:\omnora OS\frontend\src\components\builder\AICopilotModal.tsx               | TypeScript JSX     |        189 |          6 |         25 |        220 |
| c:\omnora OS\frontend\src\components\builder\AddPageModal.tsx                 | TypeScript JSX     |        171 |          3 |         27 |        201 |
| c:\omnora OS\frontend\src\components\builder\BuilderLayout.tsx                | TypeScript JSX     |        297 |         16 |         27 |        340 |
| c:\omnora OS\frontend\src\components\builder\DomainManager.tsx                | TypeScript JSX     |        155 |          4 |         13 |        172 |
| c:\omnora OS\frontend\src\components\builder\ForgeButton.tsx                  | TypeScript JSX     |        135 |          3 |         16 |        154 |
| c:\omnora OS\frontend\src\components\builder\TopBarPageSelector.tsx           | TypeScript JSX     |        203 |          4 |         16 |        223 |
| c:\omnora OS\frontend\src\components\cart\BuyButton.tsx                       | TypeScript JSX     |        187 |          2 |         20 |        209 |
| c:\omnora OS\frontend\src\components\cart\CartDrawer.tsx                      | TypeScript JSX     |        508 |         26 |         37 |        571 |
| c:\omnora OS\frontend\src\components\cart\CheckoutBlock.tsx                   | TypeScript JSX     |        544 |         22 |         51 |        617 |
| c:\omnora OS\frontend\src\components\cart\FeaturedProduct.tsx                 | TypeScript JSX     |        120 |          0 |         14 |        134 |
| c:\omnora OS\frontend\src\components\cart\OrderConfirmationBlock.tsx          | TypeScript JSX     |        225 |         16 |         22 |        263 |
| c:\omnora OS\frontend\src\components\cart\ProductCard.tsx                     | TypeScript JSX     |        180 |          5 |         17 |        202 |
| c:\omnora OS\frontend\src\components\cart\ProductGrid.tsx                     | TypeScript JSX     |        244 |          6 |         27 |        277 |
| c:\omnora OS\frontend\src\components\cart\ProductOptions.tsx                  | TypeScript JSX     |        237 |         13 |         22 |        272 |
| c:\omnora OS\frontend\src\components\cart\RecentlyViewed.tsx                  | TypeScript JSX     |         65 |          0 |          9 |         74 |
| c:\omnora OS\frontend\src\components\cart\SearchBar.tsx                       | TypeScript JSX     |        204 |          6 |         16 |        226 |
| c:\omnora OS\frontend\src\components\cart\StoreHeader.tsx                     | TypeScript JSX     |        203 |         10 |         18 |        231 |
| c:\omnora OS\frontend\src\components\cms\AdminDiscountManager.tsx             | TypeScript JSX     |        236 |          7 |         26 |        269 |
| c:\omnora OS\frontend\src\components\cms\AdminNavigationManager.tsx           | TypeScript JSX     |        204 |         18 |         30 |        252 |
| c:\omnora OS\frontend\src\components\cms\AdminPageManager.tsx                 | TypeScript JSX     |        241 |         10 |         27 |        278 |
| c:\omnora OS\frontend\src\components\cms\AdminProductManager.tsx              | TypeScript JSX     |        450 |         31 |         59 |        540 |
| c:\omnora OS\frontend\src\components\cms\BuilderHealthOverlay.tsx             | TypeScript JSX     |        176 |          5 |         15 |        196 |
| c:\omnora OS\frontend\src\components\cms\BuilderRegistry.ts                   | TypeScript         |        480 |         29 |         32 |        541 |
| c:\omnora OS\frontend\src\components\cms\BuilderToolbar.tsx                   | TypeScript JSX     |        569 |         38 |         56 |        663 |
| c:\omnora OS\frontend\src\components\cms\BuilderWrapper.tsx                   | TypeScript JSX     |         53 |          1 |          9 |         63 |
| c:\omnora OS\frontend\src\components\cms\CanvasOverlay.tsx                    | TypeScript JSX     |        911 |         61 |        117 |      1,089 |
| c:\omnora OS\frontend\src\components\cms\ComponentRegistry.tsx                | TypeScript JSX     |        456 |          9 |         33 |        498 |
| c:\omnora OS\frontend\src\components\cms\ComponentWrapper.tsx                 | TypeScript JSX     |        263 |          6 |         40 |        309 |
| c:\omnora OS\frontend\src\components\cms\DevicePresetPanel.tsx                | TypeScript JSX     |        187 |         11 |         14 |        212 |
| c:\omnora OS\frontend\src\components\cms\DiagnosticsPanel.tsx                 | TypeScript JSX     |         80 |          0 |          9 |         89 |
| c:\omnora OS\frontend\src\components\cms\DynamicButton.tsx                    | TypeScript JSX     |        147 |         14 |         22 |        183 |
| c:\omnora OS\frontend\src\components\cms\DynamicSection.tsx                   | TypeScript JSX     |         48 |          1 |          7 |         56 |
| c:\omnora OS\frontend\src\components\cms\EditMode.css                         | CSS                |        192 |          0 |         29 |        221 |
| c:\omnora OS\frontend\src\components\cms\EditModeOverlay.tsx                  | TypeScript JSX     |        311 |          0 |         22 |        333 |
| c:\omnora OS\frontend\src\components\cms\EditableComponents.tsx               | TypeScript JSX     |        647 |         34 |         73 |        754 |
| c:\omnora OS\frontend\src\components\cms\ElementLibrary.tsx                   | TypeScript JSX     |        536 |         20 |         29 |        585 |
| c:\omnora OS\frontend\src\components\cms\GlobalSettingsPanel.tsx              | TypeScript JSX     |        302 |         13 |         25 |        340 |
| c:\omnora OS\frontend\src\components\cms\GranularErrorBoundary.tsx            | TypeScript JSX     |        136 |          6 |         14 |        156 |
| c:\omnora OS\frontend\src\components\cms\JobMonitor.tsx                       | TypeScript JSX     |         94 |          1 |          8 |        103 |
| c:\omnora OS\frontend\src\components\cms\LiveCanvas.tsx                       | TypeScript JSX     |        420 |         26 |         36 |        482 |
| c:\omnora OS\frontend\src\components\cms\LocalCopilotPanel.tsx                | TypeScript JSX     |        197 |          9 |         22 |        228 |
| c:\omnora OS\frontend\src\components\cms\MagneticTiltCard.tsx                 | TypeScript JSX     |        145 |         12 |         32 |        189 |
| c:\omnora OS\frontend\src\components\cms\MediaLibraryModal.tsx                | TypeScript JSX     |        296 |         18 |         31 |        345 |
| c:\omnora OS\frontend\src\components\cms\NavigatorPanel.tsx                   | TypeScript JSX     |         77 |          0 |          8 |         85 |
| c:\omnora OS\frontend\src\components\cms\OmnoraImage.tsx                      | TypeScript JSX     |        158 |          4 |         14 |        176 |
| c:\omnora OS\frontend\src\components\cms\OmnoraRenderer.tsx                   | TypeScript JSX     |        100 |          6 |         19 |        125 |
| c:\omnora OS\frontend\src\components\cms\PageSettingsPanel.tsx                | TypeScript JSX     |        163 |         10 |         20 |        193 |
| c:\omnora OS\frontend\src\components\cms\SEOHead.tsx                          | TypeScript JSX     |         68 |          6 |         15 |         89 |
| c:\omnora OS\frontend\src\components\cms\SafeRenderer.tsx                     | TypeScript JSX     |        388 |         34 |         54 |        476 |
| c:\omnora OS\frontend\src\components\cms\SmartSidebar.tsx                     | TypeScript JSX     |        275 |         13 |         24 |        312 |
| c:\omnora OS\frontend\src\components\cms\SovereignWidget.tsx                  | TypeScript JSX     |        199 |          0 |         14 |        213 |
| c:\omnora OS\frontend\src\components\cms\StoreTemporarilyPaused.tsx           | TypeScript JSX     |         56 |          0 |          5 |         61 |
| c:\omnora OS\frontend\src\components\cms\StorefrontAnalytics.tsx              | TypeScript JSX     |         38 |          0 |          7 |         45 |
| c:\omnora OS\frontend\src\components\cms\StorefrontFallback.tsx               | TypeScript JSX     |         21 |          0 |          2 |         23 |
| c:\omnora OS\frontend\src\components\cms\StyleEditorPanel.tsx                 | TypeScript JSX     |        271 |         19 |         28 |        318 |
| c:\omnora OS\frontend\src\components\cms\ThemeManager.tsx                     | TypeScript JSX     |         51 |          1 |          9 |         61 |
| c:\omnora OS\frontend\src\components\cms\blocks\AdSenseSlot.tsx               | TypeScript JSX     |         74 |          1 |          9 |         84 |
| c:\omnora OS\frontend\src\components\cms\editors\FeaturedProductEditor.tsx    | TypeScript JSX     |        109 |          0 |         12 |        121 |
| c:\omnora OS\frontend\src\components\cms\editors\IntelligenceEditor.tsx       | TypeScript JSX     |         68 |          2 |          9 |         79 |
| c:\omnora OS\frontend\src\components\cms\editors\LinkPickerEditor.tsx         | TypeScript JSX     |        109 |          1 |         11 |        121 |
| c:\omnora OS\frontend\src\components\cms\editors\ProductGridEditor.tsx        | TypeScript JSX     |        327 |         13 |         28 |        368 |
| c:\omnora OS\frontend\src\components\cms\help\SuggestionBubble.tsx            | TypeScript JSX     |        138 |          0 |          7 |        145 |
| c:\omnora OS\frontend\src\components\cms\help\TourOverlay.tsx                 | TypeScript JSX     |        167 |          3 |         15 |        185 |
| c:\omnora OS\frontend\src\components\cms\properties\PropertyPanel.tsx         | TypeScript JSX     |        297 |          7 |         35 |        339 |
| c:\omnora OS\frontend\src\components\cms\properties\propConfigurations.ts     | TypeScript         |      1,072 |          4 |         30 |      1,106 |
| c:\omnora OS\frontend\src\components\dashboard\MerchantStats.tsx              | TypeScript JSX     |         93 |          4 |         17 |        114 |
| c:\omnora OS\frontend\src\components\dashboard\OrderListTable.tsx             | TypeScript JSX     |        139 |          0 |         17 |        156 |
| c:\omnora OS\frontend\src\components\dashboard\PaymentMethodBuilder.tsx       | TypeScript JSX     |        164 |          2 |         19 |        185 |
| c:\omnora OS\frontend\src\components\dashboard\TutorialOverlay.tsx            | TypeScript JSX     |        112 |          4 |         13 |        129 |
| c:\omnora OS\frontend\src\components\fomo\FomoCounter.tsx                     | TypeScript JSX     |         78 |          2 |          9 |         89 |
| c:\omnora OS\frontend\src\components\home\ErrorBoundary.css                   | CSS                |        124 |          0 |         17 |        141 |
| c:\omnora OS\frontend\src\components\home\HowItWorks.tsx                      | TypeScript JSX     |         40 |          4 |          5 |         49 |
| c:\omnora OS\frontend\src\components\home\Newsletter.tsx                      | TypeScript JSX     |         69 |          1 |          8 |         78 |
| c:\omnora OS\frontend\src\components\home\TechStack.css                       | CSS                |        389 |          0 |         54 |        443 |
| c:\omnora OS\frontend\src\components\home\Testimonials.tsx                    | TypeScript JSX     |         71 |          4 |          7 |         82 |
| c:\omnora OS\frontend\src\components\home\TrustSection.tsx                    | TypeScript JSX     |         32 |          0 |          2 |         34 |
| c:\omnora OS\frontend\src\components\home\WhyUs.tsx                           | TypeScript JSX     |         28 |          0 |          3 |         31 |
| c:\omnora OS\frontend\src\components\home\tech.tsx                            | TypeScript JSX     |        147 |          9 |         18 |        174 |
| c:\omnora OS\frontend\src\components\home\testimonials.css                    | CSS                |        185 |          0 |         25 |        210 |
| c:\omnora OS\frontend\src\components\media\LogoPicker.tsx                     | TypeScript JSX     |        304 |          4 |         25 |        333 |
| c:\omnora OS\frontend\src\components\merchant\RecoveryList.tsx                | TypeScript JSX     |         97 |          3 |         15 |        115 |
| c:\omnora OS\frontend\src\components\onboarding\StoreSetupWizard.tsx          | TypeScript JSX     |        232 |          9 |         31 |        272 |
| c:\omnora OS\frontend\src\components\orders\OrderTracking.css                 | CSS                |         81 |          0 |         12 |         93 |
| c:\omnora OS\frontend\src\components\orders\OrderTracking.tsx                 | TypeScript JSX     |         54 |          0 |          7 |         61 |
| c:\omnora OS\frontend\src\components\pwa\PwaInstallPrompt.tsx                 | TypeScript JSX     |         94 |          8 |         19 |        121 |
| c:\omnora OS\frontend\src\components\seller\AdminOrderManager.tsx             | TypeScript JSX     |        248 |          4 |         15 |        267 |
| c:\omnora OS\frontend\src\components\seller\AdminOverview.tsx                 | TypeScript JSX     |        374 |         10 |         28 |        412 |
| c:\omnora OS\frontend\src\components\seller\AdminProductManager.tsx           | TypeScript JSX     |        441 |          8 |         26 |        475 |
| c:\omnora OS\frontend\src\components\seller\AiContentPanel.tsx                | TypeScript JSX     |        121 |         13 |         24 |        158 |
| c:\omnora OS\frontend\src\components\seller\AiInsights.tsx                    | TypeScript JSX     |        179 |          4 |         22 |        205 |
| c:\omnora OS\frontend\src\components\seller\CategoryPicker.tsx                | TypeScript JSX     |        101 |          0 |          9 |        110 |
| c:\omnora OS\frontend\src\components\seller\DomainSettings.tsx                | TypeScript JSX     |        227 |          3 |         23 |        253 |
| c:\omnora OS\frontend\src\components\seller\InstallButton.tsx                 | TypeScript JSX     |         33 |          0 |          8 |         41 |
| c:\omnora OS\frontend\src\components\seller\MerchantStats.tsx                 | TypeScript JSX     |        100 |          9 |         16 |        125 |
| c:\omnora OS\frontend\src\components\seller\PaymentSettingsPanel.tsx          | TypeScript JSX     |        156 |          9 |         24 |        189 |
| c:\omnora OS\frontend\src\components\seller\PaymentVerificationQueue.tsx      | TypeScript JSX     |        108 |          0 |         11 |        119 |
| c:\omnora OS\frontend\src\components\seller\PrintView.tsx                     | TypeScript JSX     |         48 |          0 |          8 |         56 |
| c:\omnora OS\frontend\src\components\seller\ProductEditor.tsx                 | TypeScript JSX     |        543 |         26 |         44 |        613 |
| c:\omnora OS\frontend\src\components\seller\SellerAnalytics.css               | CSS                |        110 |          0 |         16 |        126 |
| c:\omnora OS\frontend\src\components\seller\SellerAnalytics.tsx               | TypeScript JSX     |        249 |          1 |         14 |        264 |
| c:\omnora OS\frontend\src\components\seller\SellerAnalyticsDashboard.tsx      | TypeScript JSX     |        176 |         11 |         23 |        210 |
| c:\omnora OS\frontend\src\components\seller\SellerInventory.css               | CSS                |        181 |          0 |         30 |        211 |
| c:\omnora OS\frontend\src\components\seller\SellerInventory.tsx               | TypeScript JSX     |        285 |          0 |         16 |        301 |
| c:\omnora OS\frontend\src\components\seller\StoreGenerator.tsx                | TypeScript JSX     |        259 |         15 |         39 |        313 |
| c:\omnora OS\frontend\src\components\seller\ThermalPrintStyles.css            | CSS                |         29 |          0 |          3 |         32 |
| c:\omnora OS\frontend\src\components\seller\WhatsAppTemplatesPanel.tsx        | TypeScript JSX     |        123 |          8 |         26 |        157 |
| c:\omnora OS\frontend\src\components\storefront\CartDrawer.tsx                | TypeScript JSX     |        231 |         13 |         19 |        263 |
| c:\omnora OS\frontend\src\components\storefront\CustomerDashboard.tsx         | TypeScript JSX     |        206 |          6 |         24 |        236 |
| c:\omnora OS\frontend\src\components\storefront\CustomerProfile.tsx           | TypeScript JSX     |        346 |          8 |         35 |        389 |
| c:\omnora OS\frontend\src\components\storefront\OmnoraBanner.tsx              | TypeScript JSX     |         47 |          3 |          9 |         59 |
| c:\omnora OS\frontend\src\components\storefront\OmnoraNotification.tsx        | TypeScript JSX     |         96 |          0 |          8 |        104 |
| c:\omnora OS\frontend\src\components\storefront\ThankYouPage.tsx              | TypeScript JSX     |        199 |          2 |         23 |        224 |
| c:\omnora OS\frontend\src\components\superadmin\GodModeDashboard.tsx          | TypeScript JSX     |        116 |          5 |         13 |        134 |
| c:\omnora OS\frontend\src\components\superadmin\MerchantLedger.tsx            | TypeScript JSX     |        109 |          0 |          6 |        115 |
| c:\omnora OS\frontend\src\components\superadmin\SuperAdminRoute.tsx           | TypeScript JSX     |         34 |          0 |          8 |         42 |
| c:\omnora OS\frontend\src\components\ui\CinematicLoader.tsx                   | TypeScript JSX     |         54 |          4 |          6 |         64 |
| c:\omnora OS\frontend\src\components\ui\FloatingParticles.tsx                 | TypeScript JSX     |         49 |          0 |          3 |         52 |
| c:\omnora OS\frontend\src\components\ui\LayerManager.tsx                      | TypeScript JSX     |         94 |          2 |          9 |        105 |
| c:\omnora OS\frontend\src\components\ui\RadixSelect.tsx                       | TypeScript JSX     |         71 |          0 |          5 |         76 |
| c:\omnora OS\frontend\src\components\ui\RenderPipeline.css                    | CSS                |         30 |          0 |         10 |         40 |
| c:\omnora OS\frontend\src\components\ui\RenderPipelineOverlay.tsx             | TypeScript JSX     |         57 |         10 |         13 |         80 |
| c:\omnora OS\frontend\src\components\useMinimumLoadingTime.ts                 | TypeScript         |         33 |          5 |          5 |         43 |
| c:\omnora OS\frontend\src\config\adConfig.json                                | JSON               |        109 |          0 |          2 |        111 |
